[2015/03/03 00:00:02] [15068-54F48901.00066DE2] Error job run/54F48901.00066DE2 (mqueue_open:Permission denied).
[2015/03/03 17:10:03] [16659-54F57A69.0003783A] Error job run/54F57A69.0003783A (mqueue_open:Permission denied).
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16446 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16447 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16499 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16500 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16558 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16559 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16618 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16619 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16624 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16625 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16635 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16636 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16639 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16640 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16650 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16651 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16659 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16660 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16696 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16697 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16707 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16708 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16711 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16712 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16722 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16723 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16731 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16732 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16737 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16738 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16749 exited.(0)
[2015/03/03 17:10:03] [MASTER] Warning -- Mailer 16748 exited.(0)
[2015/03/03 17:10:03] [MASTER] Shutdown successfully.
[2015/03/03 17:20:02] [28249-54F57CC1.000F166A] Error job run/54F57CC1.000F166A (mqueue_open:Permission denied).
[2015/03/03 17:30:02] [28177-54F57F19.000DD96A] Error job run/54F57F19.000DD96A (mqueue_open:Permission denied).
[2015/03/03 17:40:02] [28177-54F58171.000C09BA] Error job run/54F58171.000C09BA (mqueue_open:Permission denied).
[2015/03/03 17:50:02] [28249-54F583C9.000A7533] Error job run/54F583C9.000A7533 (mqueue_open:Permission denied).
[2015/03/03 18:00:02] [28249-54F58621.0009B425] Error job run/54F58621.0009B425 (mqueue_open:Permission denied).
[2015/03/03 18:05:53] [28240-834140975-qq.com_1425377138.6773474.eml] Mail.RR <834140975_149_0@online-edm.com> -> <834140975@qq.com> (集享卡会员帐号激活/1543)[OK][MGHAM--0][MGTAGLOG ][utf-8]
[2015/03/03 18:10:02] [28229-54F58879.0008F4A6] Error job run/54F58879.0008F4A6 (mqueue_open:Permission denied).
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 27952 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 27953 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28064 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28065 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28135 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28136 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28150 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28151 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28167 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28168 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28176 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28177 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28213 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28214 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28228 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28229 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28240 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28248 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28249 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 27951 exited.(1)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28010 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28011 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28126 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28127 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28141 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28142 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28156 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28157 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28222 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28223 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28239 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28254 exited.(0)
[2015/03/03 18:10:03] [MASTER] Warning -- Mailer 28255 exited.(0)
[2015/03/03 18:10:06] [MASTER] Shutdown successfully.
[2015/03/03 18:20:03] [7476-54F58AD1.0005A7F2] Error job run/54F58AD1.0005A7F2 (mqueue_open:Permission denied).
[2015/03/03 18:30:03] [7476-54F58D29.0004A2CB] Error job run/54F58D29.0004A2CB (mqueue_open:Permission denied).
[2015/03/03 18:40:03] [7404-54F58F81.00047D74] Error job run/54F58F81.00047D74 (mqueue_open:Permission denied).
[2015/03/03 18:50:03] [7404-54F591D9.00039E76] Error job run/54F591D9.00039E76 (mqueue_open:Permission denied).
[2015/03/03 18:53:54] [7380-845217702-qq.com_1425380026.3735085.eml] Mail.RR <845217702_149_0@online-edm.com> -> <845217702@qq.com> (集享卡会员帐号激活/1540)[OK][MGHAM--0][MGTAGLOG ][utf-8]
[2015/03/03 19:00:03] [7476-54F59431.0002F33E] Error job run/54F59431.0002F33E (mqueue_open:Permission denied).
[2015/03/03 19:10:03] [7404-54F59689.00021943] Error job run/54F59689.00021943 (mqueue_open:Permission denied).
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7190 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7191 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7302 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7303 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7379 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7380 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7403 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7404 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7451 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7452 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7466 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7467 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7476 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7492 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7493 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7243 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7244 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7362 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7363 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7368 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7369 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7383 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7384 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7394 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7440 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7441 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7455 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7456 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7475 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7481 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7482 exited.(0)
[2015/03/03 19:10:03] [MASTER] Warning -- Mailer 7395 exited.(0)
[2015/03/03 19:10:03] [MASTER] Shutdown successfully.
[2015/03/03 19:20:03] [19129-54F598E1.0006381D] Error job run/54F598E1.0006381D (mqueue_open:Permission denied).
[2015/03/03 19:25:03] [19129-1061775740-qq.com_1425381890.5615237.eml] Mail.RR <1061775740_149_0@online-edm.com> -> <1061775740@qq.com> (集享卡会员帐号激活/1544)[OK][MGHAM--0][MGTAGLOG ][utf-8]
[2015/03/03 19:30:03] [19057-54F59B39.0005B288] Error job run/54F59B39.0005B288 (mqueue_open:Permission denied).
[2015/03/03 19:40:03] [19129-54F59D91.00058909] Error job run/54F59D91.00058909 (mqueue_open:Permission denied).
[2015/03/03 19:50:03] [19057-54F59FE9.00045E3B] Error job run/54F59FE9.00045E3B (mqueue_open:Permission denied).
[2015/03/03 20:00:03] [19129-54F5A241.00038B56] Error job run/54F5A241.00038B56 (mqueue_open:Permission denied).
[2015/03/03 20:09:03] [19056-www.273427813-qq.com_1425384432.7245805.eml] Mail.RR <www.273427813_149_0@stnc.cn> -> <www.273427813@qq.com> (集享卡会员帐号激活/1549)[OK][MGHAM--0][MGTAGLOG ][utf-8]
[2015/03/03 20:09:03] [19104-1049608078-qq.com_1425384518.4265716.eml] Mail.RR <1049608078_149_0@online-edm.com> -> <1049608078@qq.com> (集享卡会员帐号激活/1540)[OK][MGHAM--0][MGTAGLOG ][utf-8]
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 18892 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 18893 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19011 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19012 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19015 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19016 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19032 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19033 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19056 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19057 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19104 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19105 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19124 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19125 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19128 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19129 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 18837 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 18838 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 18949 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 18950 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19026 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19027 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19041 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19042 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19052 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19053 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19098 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19099 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19113 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19114 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19139 exited.(0)
[2015/03/03 20:10:03] [MASTER] Warning -- Mailer 19140 exited.(0)
[2015/03/03 20:10:03] [MASTER] Shutdown successfully.
[2015/03/03 20:10:06] [30524-54F5A499.0003DB44] Error job run/54F5A499.0003DB44 (mqueue_open:Permission denied).
[2015/03/03 20:20:03] [30823-54F5A6F1.000E9D68] Error job run/54F5A6F1.000E9D68 (mqueue_open:Permission denied).
[2015/03/03 20:30:03] [30751-54F5A949.000DAF5A] Error job run/54F5A949.000DAF5A (mqueue_open:Permission denied).
[2015/03/03 20:40:03] [30751-54F5ABA1.0000A88C] Error job run/54F5ABA1.0000A88C (mqueue_open:Permission denied).
[2015/03/03 20:50:03] [30823-54F5ADF9.00005D22] Error job run/54F5ADF9.00005D22 (mqueue_open:Permission denied).
[2015/03/03 21:00:03] [30751-54F5B051.000ED1E3] Error job run/54F5B051.000ED1E3 (mqueue_open:Permission denied).
[2015/03/03 21:10:03] [30823-54F5B2A9.000EC739] Error job run/54F5B2A9.000EC739 (mqueue_open:Permission denied).
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30643 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30644 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30709 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30710 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30726 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30727 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30750 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30751 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30807 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30808 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30822 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30823 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30523 exited.(1)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30524 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30525 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30532 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30533 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30586 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30587 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30700 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30701 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30715 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30716 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30735 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30736 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30741 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30742 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30787 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30788 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30798 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30799 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30813 exited.(0)
[2015/03/03 21:10:04] [MASTER] Warning -- Mailer 30814 exited.(0)
[2015/03/03 21:10:07] [MASTER] Shutdown successfully.
[2015/03/03 21:20:03] [9951-54F5B501.000B482A] Error job run/54F5B501.000B482A (mqueue_open:Permission denied).
[2015/03/03 21:30:03] [9951-54F5B759.000A2A1F] Error job run/54F5B759.000A2A1F (mqueue_open:Permission denied).
[2015/03/03 21:40:03] [9951-54F5B9B1.000B71A8] Error job run/54F5B9B1.000B71A8 (mqueue_open:Permission denied).
[2015/03/03 21:50:03] [9951-54F5BC09.000AC56E] Error job run/54F5BC09.000AC56E (mqueue_open:Permission denied).
[2015/03/03 22:00:03] [9879-54F5BE61.00099764] Error job run/54F5BE61.00099764 (mqueue_open:Permission denied).
[2015/03/03 22:10:03] [9951-54F5C0B9.0008F593] Error job run/54F5C0B9.0008F593 (mqueue_open:Permission denied).
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9665 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9666 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9723 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9724 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9837 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9838 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9854 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9855 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9878 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9879 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9926 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9927 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9935 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9936 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9950 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9951 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9969 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9970 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9664 exited.(1)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9777 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9778 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9848 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9849 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9863 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9864 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9869 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9920 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9921 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9941 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9942 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9962 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9963 exited.(0)
[2015/03/03 22:10:04] [MASTER] Warning -- Mailer 9870 exited.(0)
[2015/03/03 22:10:07] [MASTER] Shutdown successfully.
[2015/03/03 22:20:03] [21529-54F5C311.000DAC03] Error job run/54F5C311.000DAC03 (mqueue_open:Permission denied).
[2015/03/03 22:30:03] [21529-54F5C569.000C669B] Error job run/54F5C569.000C669B (mqueue_open:Permission denied).
[2015/03/03 22:40:03] [21457-54F5C7C1.000CB07E] Error job run/54F5C7C1.000CB07E (mqueue_open:Permission denied).
[2015/03/03 22:50:03] [21529-54F5CA19.000B3A25] Error job run/54F5CA19.000B3A25 (mqueue_open:Permission denied).
